,Username,Time,Subject
944,designman,"February 27, 2004 2:03PM","6 grand less gets a WRX. An IS300 loaded gets an STi, not to mention the others in the Subaru lineup. Luxury in that platform is a non-factor and the performance just isn't enough. This is why these cars don't sell and Lexus should have known this.

Wouldn't mind having a Sport Cross based just on looks. IMO it's the best looking car in their repertoire and one of the best looking cars period. Lack of AWD drive is a shame."
945,speedracer3,"February 27, 2004 2:31PM","So far you've said nothing to justify the $7,100 difference between the 325i and 330. The difference is 40 horses. It's the same car, same tranny, same poor BMW reliability. And unless you are a stoplight racer for a living the 0-60mph difference is inconcequential. The 325i has enough power to move that car very well. I personally, think they are both a ripoff, and that's why I went with an A4...but the 330 is by far the biggest insult to one's intelligence."
946,bxd20,"February 27, 2004 2:37PM","blueguydotcom:
""No matter what they're still American companies and I'll freely admit I'm biased. I will buy Japanese and German but it'd take something mindblowing to ever get me to buy American."" That speaks for itself.

As far as the IS300 vs. 3 series steering feel goes, I have another theory to throw out. Riding in the IS300, I feel very well insulated from road noise, wind noise, drivetrain vibration. Could all that sound deadening contribute to a less-connected feel? When you don't hear, or feel, the cracks in the road and your brain is used to doing so, it might be interpreting that as meaning Avalon-like handling.

Brian"
947,95gt,"February 27, 2004 2:44PM","I sort of agreed with you up until you said you went with an A4. I would say for 30+ k (40 if you really load it up) the A4 is very lacking in the power department. I have ridden and driven them and they feel way too underpowered. Handle like a dream and look great but for that kind of dough they should have more power.

I think everyone agrees that the BMW is a overpriced but everyone also seems to agree that it is a great car. I would have loved to have one but could not afford the extra money for the 330 (went with a CL-S) and the 325 was just too slow for me. Sadly i think BMW sells so much because so many people buy them for status and the more they raise the price the more people seem to want them."
948,shipo,"February 27, 2004 2:54PM","There are plenty of differences between the 325i and the 330 beyond just the engine. For starters how about the transmission (yes, it is different), suspension, brakes, wheels and tires, power memory seat (left side), power seat (right side), upgraded audio system and of course the ever important trip computer.

Regarding the ""same poor BMW reliability"", ummm, yeah right. Hate to burst your bubble, however, all scientific and anecdotal evidence suggests that the Audi line is considerably worse. Contrast that with my personal experience of over five years of BMW driving and so far, I have had two burned out taillights. Now, I realize that the Lexus crowd would be aghast at how unreliable my cars have been, but personally, I can live with that. ;-)

As for what's a rip off, and what&#146;s an insults one's intelligence, well, one could say that the only car that wasn't an insult would be a completely utilitarian car which will get one from point A to point B and nothing more.

Best Regards,
Shipo"
949,speedracer3,"February 27, 2004 4:22PM","95gt

I got a loaded A4 1.8T frontrack for just under $30K. It won't win any stoplight races with those 6 cyl engines, but it has plenty of power for my purposes. I'd harldy call that a ripoff.

Shipo,

I am not comparing BMW to Audi in terms of reliability. I am poiting out to Blue that reliabilitywise the 325 and 330 are the same car. BTW...I've had two Beemers in my family and they were always in shop with electrical glitches. Compared to their Japanese counterparts BMW reliability is poor. BTW you can get a sport suspension, power seats, and trip computer in a 325"
950,blueguydotcom,"February 27, 2004 5:26PM","blueguydotcom... The primary point of the quote is to show that most sources who have actually tested an IS300--including those not disposed to love it--have raved about its steering. Your counter assessment flies against the majority opinion.

Majority opinion...golly I need to change my opinion to go along with everyone else. For the last time, unless they're buying the car for me why the hell should I care what their opinion is? I have to live with it and in my experience the IS300 has numb steering."
951,blueguydotcom,"February 27, 2004 5:39PM","So far you've said nothing to justify the $7,100 difference between the 325i and 330. The difference is 40 horses.

40? My car has 235 HP...regardless.

It's the same car, same tranny, same poor BMW reliability.

Actually I have a short-shift 6 speed. Again not the same. Oh and different suspension and different wheels and different differential. Different chip programming. Lets toss in wholly different exhaust system and headers/cams. Oh and my speed is limited to 155 (which I hope one day to try out on a track) rather than 123 (I believe that's the ceiling for the 3 series normally) and my redline is 6800 which is higher than a 325i.

In addition to the performance upgrades from the 325i to the 330i ZHP, I also got a few luxury features I've grown to love...memory seats, tilt mirror. Useless fluff to some but the difference between me happily leaving my car for a wash and being annoyed I have to adjust everything back.

And unless you are a stoplight racer for a living the 0-60mph difference is inconcequential.

I don't know where you live but in So Cal we have annoying freeway lights. 100-200 feet to go from zero to 75.

Am I a stop light racer? No. Do i consistently shift my in the upper region where the engine sings. Redline shifts are common for me on every drive. I bought a performance sedan and I make it perform. I often cruise in 3rd of 4th at around 80 mph so that when the need arises I can punch it and take off. This cannot be done with a 325i. Ask my bro-in-law as he and his 325i simply cannot keep up with my bone stock car.

The 325i has enough power to move that car very well. I personally, think they are both a ripoff, and that's why I went with an A4...but the 330 is by far the biggest insult to one's intelligence.

To each his own. The A4 doesn't offer the handling (especially a FWD one) or power I want when spending over 30k for a car. There's no reason I should EVER have to worry about merging or will I have enough power to shoot a gap if I'm in a near luxury sport sedan. With the A4 (I had a 1.8T) the engine pulls pretty well but not with the ferocious authority I'd expect paying over 30k. Go Quattro and an already slow car is now saddled by an inefficient drivetrain that saps power like crazy. Add the tiptronic and the car's dead in the water.

We all have priorities. Mine were performance, luxury and fun for a price I found reasonable. As the 325i only offered good handling it didn't meet my performance to price ratio. I'd gladly blow 40k again on my sedan as it's a grin producer. The 325i wasn't that big of a step up from my old Jetta. I couldn't rationalize spending 30-32k for a 325i that would leave me constantly annoyed at the lack of punch."
952,blueguydotcom,"February 27, 2004 5:48PM","As for what's a rip off, and what&#146;s an insults one's intelligence, well, one could say that the only car that wasn't an insult would be a completely utilitarian car which will get one from point A to point B and nothing more.

Exactly. We don't need the 200 HP engines and tight suspensions. We want them. Our cars regardless of marketing hype are totally luxury items."
953,shipo,"February 27, 2004 6:06PM","What you posted was:

So far you've said nothing to justify the $7,100 difference between the 325i and 330. The difference is 40 horses.

Which means that my response was accurate, if you add back in as much as possible to bring the 325i up to the level of the 330i, you need to add:

Sport Package: $1,400
Harman-Kardon Audio System: $675
On-Board Comuter: $300
Front Dual Power Seats: $995
Total: $2,470

That makes the price difference (still not quite apples to apples) only $4,630. That still leaves you with a car with smaller brakes, smaller engine, and a 5-Speed transmission instead of the 6-Speed on the 330i.

Is $4,630 too much for all of that? For me, it's worth it, for someone else it's not. Is it a rip-off? I don't think so.

Regarding the reliability, like virtually every manufacturer in the world, the reliability has improved dramatically in recent years, and statistically speaking, the E39 and E46 cars have improved to such an extent that they are among the best. How will the E60 fare when the bugs are worked out? Unknown.

Best Regards,
Shipo"
954,speedracer3,"February 27, 2004 6:28PM","So what you are saying is that you have the performance package which is another $4000 added to the price to the car. Without this package the cars are essentially the same, and the same options can be added to either. Listen, it is your money, to me it makes no sense. Let's agree to disagree. I think the 330 in base form is a bigger ripoff than the 325i. BTW...I don't have Quattro or Tiptronic. Mine is a 1.8T Frontrack and CVT. The car pulls with tremendous authority and the CVT is a awesome tranny. Previous to my A4, I had a 2K Nissan Maxima (I like a car with power) and I am very impressed with the power of and fuel economy of the 1.8T engine. BTW...I live in S. Florida."
955,riez,"February 27, 2004 6:45PM","blueguydotcom... Guess I'll just have to defer to your experience and expertise in all matters steering related? Why would I or anyone else take into consideration what dozens of others might have indicated in their published reports when you have spoken?

There can be differences in two cars. Often one test drive isn't enough. Some specific single cars are lemons. Others just aren't up to the rest. Deviations from the mean."
956,blueguydotcom,"February 27, 2004 6:56PM","So what you are saying is that you have the performance package which is another $4000 added to the price to the car.

No it didn't. That's a typical misrepresentation of the facts. BMW owners do it too. Get a 330i and then add the sport package and 18 inch rims and wheels. At this point you're now talking about a 2k difference for an engine that's modified, modded tranny, different suspension, different interior/exterior treatment. Heck Acura and G35 owners pay 2k just to get cosmetic changes to their cars!

Mine is a 1.8T Frontrack and CVT. The car pulls with tremendous authority and the CVT is a awesome tranny. Previous to my A4, I had a 2K Nissan Maxima (I like a car with power) and I am very impressed with the power of and fuel economy of the 1.8T engine. BTW...I live in S. Florida.

I'm glad you like it. I couldn't live with a CVT or the 1.8T engine again. They're gorgeous cars with excellent interiors and the 1.8T pulls nicely. But I love the neck-snapping ability mixed with the docile nature I can get. With a shift to 3rd I can go from 60 to 95 in a blink and transform my comfy little cruiser into a brutish thug. That's part of why I love my Jekyll and Hyde car.

If only BMW let us get that 3.2 in our 330i's...sigh...M3 sedan, yummy."
957,blueguydotcom,"February 27, 2004 7:07PM","blueguydotcom... Guess I'll just have to defer to your experience and expertise in all matters steering related?

When it comes to what I prefer with my money I don't even understand how you'd have the temerity to toss up journalists as to proof a vehicle should feel a certain way to me. I never said the rest of the world should bow down to the BMW or Acura or any car. I expressed my opinion on what was worth my money.

Why would I or anyone else take into consideration what dozens of others might have indicated in their published reports when you have spoken?

I honestly don't know why anyone believes a word written in car mags. Or reviews of anything. I judge for myself and make my decision from there. Experience for yourself and build your opinions from that. Repeating quotes from car mags is nothing more than parroting the opinions of someone else. You can tell me X car is horrible but I must experience it for myself.

Good example, I'm a huge movie buff. I've had netflix for near 4 years. I see movies constantly (watch zero TV) and because of my love for film I'll give just about everything a shot - b movies, iranian film, japanese, so-called bombs, etc. With some friends one night we saw an ad for Swept Away on pay-per-view. The common consensus among critics it was horrible. Someone snorted, ""who would see that?!"" I said I had on DVD and it was quite bad. Another friend added, ""Leave it to you to confirm that the universally hated film was bad."" It wasn't good enough that others liked it or disliked it, I had to experience it firsthand.

There can be differences in two cars. Often one test drive isn't enough. Some specific single cars are lemons. Others just aren't up to the rest. Deviations from the mean.

That's why I've driven two of them. You can keep trying but in my experience with the IS300, the car felt numb and disconnected. The engine didn't offer the power I prefer. Like it or not, these are my opinions and I will not deviate from tham."
958,riez,"February 28, 2004 3:00PM","blueguydotcom... Having owned a '98 540i6 and a '00 323ia, I have some appreciation for BMW steering systems. I've also test driven 318ti, E39 525i, E46 325xi, Z3, X5, E65 745i, etc. (Have you ever done the Susan B. Kosman Drive for the Cure? It is a blast.) I didn't mind fact E39 540i used recirculating ball instead of rack & pinion in the E39 525i/530i. Both work quite well. But I also own two IS300s, an automatic and a manual. The steering in the IS is every bit as good as that in the E39 or E46 BMWs. It is not numb. Nor disconnected. And if it is, then I guess so, too, must be the BMWs?

This is opinion based on actual comparative ownership. Not just a short test drive or two. (I also loved the steering in my former Infiniti G20t and my former Lincoln LS8 Sport.)

I find your following comment fascinating:

""I honestly don't know why anyone believes a word written in car mags. Or reviews of anything.""

Aren't you writing? And essentially providing a review of something? Guess we shouldn't believe a word? I'm a strong proponent of the value of good automotive journalism and subscribe to nearly two dozen automotive publications."
959,pat,"February 28, 2004 5:56PM","I think the point is that everyone is entitled to his or her own opinion. There is a disagreement here about which it is pointless to continue to argue. Obviously, both of you hold your own opposing opinions and neither have any interest in being persuaded to think otherwise. And that's fine - you each feel you've made the right decisions, and that is as it should be.

But rather than expand this disagreement into more of the same with a slightly different background, let's just move on.

Thanks."
960,blueguydotcom,"February 28, 2004 9:14PM",I'll roll with that.
961,jrock65,"March 2, 2004 2:54AM","1. The interior is a complete do over. Expect to see seat controls changed, higher quality leathers and an upgraded dash, possibly LCD instruments since that is what is coming in the new M35/M45. I also expect we will see aluminum pedals added and the titaninum painted center (or any painted trim) to disappear. This makeover of the interior is a 100% redo.

2. The sheet metal will not change but the front and rear bumpers will be totally redone and incorporate the aero kits, or something very similar to them, on both the coupe and sedan models. For those of you with 03 model sedans that have been wanting to buy an aero kit Infiniti has just reduced the price 23%. They are closing them out because next year they will be standard.

3. Don't look for a horsepower increase because there won't be one BUT you can certainly look for a price increase."
962,merc1,"March 2, 2004 6:18AM","WHEN?????? Very important.

M"
963,cheerioboy26,"March 2, 2004 3:17PM",The rumor is the updated G will be at the NY Auto Show next month along with the new M35/45....the G available in the fall.
964,prattster,"March 2, 2004 6:56PM","It's good to hear the upgrades, however Nissan/Infiniti should learn from this and apply to all future new products that cutting corners to save a penny here will cut sales and hurt image possibly. Do it right from the onset and reap the rewards. As in the new Acura TL."
965,chrisboth,"March 2, 2004 8:05PM","Perhaps Acura should learn from infiniti and make a sports sedan that is based on a sports car rather than front drive family car. They all look to and learn from each other.

Perhaps they did us a service those infiniti guys and instead of spending more money on the G concept and making it pricier, they figured out that what matters is not the interior its perfect balance and a rigid RWD platform. Get that right first and then improve the fluff stuff."
966,chrisboth,"March 2, 2004 8:07PM",Also didn't notice infiniti suffering from any reputation probs
967,danny1878,"March 2, 2004 8:27PM","FYI ACURA TL sedan sales for
Jan 2004 5036 units ES330 5254 units
feb 2004 6274 units ES330 .... units
Acura TL sales up by 1238 units compared to jan sales and over lexus in jan:)

G35 sedan sales for
Jan 2004 3382 units
feb 2004 3439 units only up 57 units

Feb2004 for G35 coupe is 2145 units.
TL sedan sales is more than G35 sedan and coupe combines lol, good REPUTATION heh?

Lucky Acura didnt learn from people who know so much about sports. 47% up in jan, 57% in feb,..."
968,cheerioboy26,"March 2, 2004 8:48PM","That's right, after two years on the market, the G35 sedan is still selling at the same rate it was from the beginning. It's also a more accurate comparison to compare sales in the same month of the preceeding year since there is an annual ebb and flow to car sales in general. Winter is not exactly the best time to sell a sports coupe or a convertible, for example.

G35 sedan sales up 42% from Feb 2003 sales of 2,410. That comparison is more meaningful.

I'm sure the TL did much better this month when compared to its sales in Feb 2003, but you also have to consider it is an outgoing model vs. a brand new model comparision.

After two years in the market, with all of the complaints about the lack of a manual in its first year, plus ongoing criticisms of the interior (some valid, some not), whether or not the styling will remain ""fresh"", the G continues to sell."
969,cheerioboy26,"March 2, 2004 8:49PM","agreed. They should do that from day one. Perhaps now that they have money, they will. These cars that get this criticism most (G35, Altima) were designed at the bottom of Nissan's problems right when Ghosn came aboard."
970,danny1878,"March 2, 2004 8:55PM","4092 units is the best G35 sedan could do in 2003 (august/summer particularly), is the trend going up or down cheerioboy?"
971,jrock65,"March 2, 2004 9:16PM","The TL's sales no doubt speak for itself in terms of the popularity of the car.

But if I'm a TL owner, I wouldn't necessarily be happy with this, since this means that there are TL's all over the place.

It seems the Maxima increased in sales by a bit (5200). For many Nissan buyers, the Maxima is a viable alternative to the G35 if one is willing to sacrifices some sport for room and FWD (for snow), and is not willing to pay extra for AWD. A fully loaded Maxima and a G35 offer similar features for almost the same price.

BMW sold 2492 325i and 467 330i. This isn't surprising since the 3 is near the end of its model run. Sales will pick up when the next 3 is introduced, but BMW will have to do an excellent job. The TL has been a big success, the G35 will only get better with the redone interior, and Lexus seems serious about the next IS. 3-series domination is no longer a gimme in this segment, as it once used to be.

merc1,

He didn't say when the 05 G35 would be released. But since the 04 G35 and G35 Coupe were released in August 2003, I would guess that the 05 would be released around the same time in 2004."
972,chrisboth,"March 2, 2004 9:19PM",The maxy should be compared to the TL IMO. Looks like nissan wins that comp. The G is comparable to nothing in the Acura/Honda lineup. Only for price sake do we get into the comparison game with G and TL.
973,danny1878,"March 2, 2004 9:33PM","You're right Jrock65, but if I want exclusiveness I wouldn't have bought a $30-40k car which can be afforded by most people. What makes them not buying them is a question of need and quality.

The only thing that can stop people from buying car are limited edition car, expensiveness or less quality.

Comparing maxima to TL, that is the only thing that you got? Maxima is a failure in nissan LOL no offense but is the truth. gtg."
974,chrisboth,"March 2, 2004 9:46PM","If sales are the metric by which you judge success - the maxy rules

All subjectivity about looks aside - whats wrong with it other than oversteer problems. Its fast, big and while not as nimble - its a FWD sporty sedan just like the acura...

The fact that they compare the acura to the G actually says quite a bit for the TL I will concede. I wouldn't go too far with it tho as the platforms are very different even if the TL drivers cant tell...

""I Stirred it up good this time ma"""
975,cheerioboy26,"March 2, 2004 10:20PM","the trend is neither up nor down in my opinion in the long term. picking out one month out of the air doesn't make or break a car. but comparing jan/feb 04 to jan/feb 03 does have value. you can't compare the summer number to the current number. you won't find the manufacturers using that comparison either. i'm not going to get into a sales argument, we all know the tl outsells the g35. everyone has their reasons why they pick one over the other.

valuable discussions regarding sales within a model line would probably be either year-to-year monthly comparisons, or cumulative comparisons - for example fall/winter 2003-03 to fall/winter 2003-04 or total yearly sales."
976,blueguydotcom,"March 2, 2004 10:41PM","TL sedan sales is more than G35 sedan and coupe combines lol, good REPUTATION heh?

Lucky Acura didnt learn from people who know so much about sports. 47% up in jan, 57% in feb,...


That's an interesting thing. You're basically saying the Infiniti which hasn't enjoyed good sales over the past 10 years isn't doing well by moving 50-60k units of the G. Most struggling manufacturers would love to offload 30-40k cars in those kind of numbers.

I'd say both cars are a hit. Fair enough?

I'm just itching for an AWD TL 6 speed by May 2006. I couldn't stomach a wrong wheel drive car, so maybe Acura will meet enthusiasts half way with AWD and give us a reason to defect. Ideally let us split the power with a CPU ala the WRX STi...85% rear, 15% front...oh yummy."
977,bobcatman,"March 2, 2004 10:58PM","Looks real likely this will be built. 300 hp but doesn't say whether AWD is certain.

http://www.imakenews.com/autospies/e_article000214337.cfm"
978,fedlawman,"March 2, 2004 11:07PM","With improved interior materials, I might very well have chosen the G35 instead of the TSX last summer.

I don't think that the interior layout/styling wchange will be too dramatic though, because the G35 has to remain on the Nissan family tree...that polarizing, funky, French tree."
979,blueguydotcom,"March 2, 2004 11:20PM","Have you seen the interiors on the FX and Murano? Nissan can do a nice job. They just tend to cheap out.

How do you like your TSX? Sometimes I wish I'd bought it over my ZHP."
980,kahunah,"March 3, 2004 4:40AM",What don't you like about your ZHP?
981,danny1878,"March 3, 2004 5:35AM","""If sales are the metric by which you judge success - the maxy rules ""

I dunno bout you but experts in C&D, motorweek, CR did compare TL with 330i,325i and G35. Chris maybe you are more of an expert, sort of. Who's right then? Whereis maxy?
In fact in edmund 2002-2003 comparison G35 couldnt outsell the previous 3.2 TL, and considered a tie(if not second) after BMW. How can a G35 win over the new TL, how absurd.

G35 is not as fast as TL
G35 is not as well equipped like TL
G35 is cheaper than TL
G35 is not as luxy as TL
G35 does sell less than TL
G35 is not as high tech as TL
What else is wrong with this car, to me is a lot and so to other 6 thousand people who chosed TL, lol. Thats is why only 3 thousands people choose G35, isnt that sad for a so called ""better""/""sportier"" car than TL and its cheaper too, lol. Why dont they buy?

Blueguy, cheerioboy I respect your opinions.

I like stirring the pot lol, tee hee .."
982,jrock65,"March 3, 2004 6:39AM","""G35 is not as fast as TL""

Disagree. The C&D comparo found the TL to be faster 0 to 60, but the average of the entire sample of tests seems to say that the two cars are a dead heat 0 to 60, and the G35 is slightly faster in the 1/4 mile.

""G35 is not as well equipped like TL""

Depends. The G has some features that the TL lacks, and vice versa. Personally, I prefer the exclusive features of the G, since Bluetooth, DVD-audio, and voice operation (Navi isn't worth it) is useless to me.

""G35 is cheaper than TL""

The base G is cheaper than the TL. But very, very few people get the base G. Similarly configured, the G35 costs a bit more. But I would think that this is a plus for the TL, not a minus.

""G35 is not as luxy as TL""

If by ""luxy"" you mean better interior, then yes.

""G35 does sell less than TL""

No doubt about it.

""G35 is not as high tech as TL""

Yes, the TL has more ""high tech"" features.

Again, I really like the TL and would personally get it over the G35 (depending on how good the 2005 G35 interior changes are.) I just don't think that either is ""better"" than the other in any quantitative sense of the word."
983,danny1878,"March 3, 2004 6:45AM","fair enough jrock, I respect your opinion."
984,merc1,"March 3, 2004 6:46AM","Wow, no issues with one of your posts...lol! Correct, I'd most likely have a G35 Coupe now if it weren't for these rumors about its interior being redone, and because of the interior not being up to the rest of the car in the first place. I'd be sick if I bought one now and they re-do the interior 5-6 months from now.

jrock65,

I hope August is correct. Sure would be nice.

M"
985,merc1,"March 3, 2004 6:51AM","The TL vs G35 debate.....my take.

Both of these cars are great, naturally you have to open with that line.

The TL looks better (imo), has a better interior, is a hair faster, is fwd (+/- depending) and has more features.

The G35 handles better, stops better, and is rwd (+/- depending).

I think it's really pointless to argue reliability here. Neither will match that ""other"" Japanese luxury brand, per the surveys. They are both competing for 2nd place here.

Price is pretty much a non-issue too, at least around here.

I think it comes down to whether you want more luxury/features or more performance (straight-line speed isn't everything) and rwd handling characteristics.

Neither one of these cars clobbers the other overall.

M"
986,danny1878,"March 3, 2004 6:57AM",merc1 I'm cool with your opinion. lol I think I know what is the 'other' Japanese luxury brand. I like it especially the ls430.
987,jrock65,"March 3, 2004 8:46AM","Not really ""near luxury"", but ""performance sedan"" in every sense of the term.

http://www.rsportscars.com/eng/cars/bmw_conceptm5.asp

500 hp.

I think it'll be a tad faster than the TL or G35."
988,kahunah,"March 3, 2004 9:49AM","""I think it'll be a tad faster than the TL or G35.""

Who cares? It's still ugly!"
989,merc1,"March 3, 2004 10:39AM","I knew this was going to happen. A 500hp V10, a 7-Speed SMG transmission. The E55, RS6, S-Type R, XJR, S55 and other so called high-end ""sport"" sedans have all been surpassed.

Styling aside (which I'm starting to like), this new M5 is going to inhale the cars in its segment in dynamics and performance.

M"
990,qbrozen,"March 3, 2004 12:59PM","the maxima vs. the TL? You're kidding, right? Have you driven both? I'm, unfortunately, driving a rental 2004 Maxima right now. Trust me, there are many many good reasons why it doesn't even come CLOSE to the TL. It does have power, yes, but that's where it all ends. Horrible torque steer and sloppy road and steering feel kill any performance that doesn't involve straight lines and don't even get me started at how bad this interior is. I have to make an appointment with my chiropractor just because I'm driving this car. I enjoyed my '98 Mazda 626 more than this thing. If it weren't for the engine, I'd have nothing good to say about the Maxi."
991,chrisboth,"March 3, 2004 2:31PM",IS it worse that the last gen? Driven 04 tl not max since 01 or 02
992,blueguydotcom,"March 3, 2004 4:21PM","What don't you like about your ZHP?

Beyond not liking the tranny or the stigma of owning a BMW the car's a blast. It's way too much fun. Yet there was something smooth, purposeful and subdued about the TSX that I really liked. As I've said before if the TL has AWD in 2006, it will likely get my business. It's been almost a year since I got the BMW and I'm still not comfortable with the attention it gets. I'm fairly certain now that I flat out could never be comfortable with something like a Porsche or Ferrari.

Who cares? [The M5 is] still ugly!

Screw the appearance of the car. It's beautiful for what it can do, not what it looks like. I couldn't care less about the sheetmetal. That thing will flat out obliterate any other sport sedan made. Seating for 4, a decent sized trunk and enough power to plaster a grin on your face."
993,riez,"March 3, 2004 4:34PM",Road test report on TL. And an intro report on their long-term G35x AWDer. They like both. Appear to rave a bit more over the G35 than the TL. They pan the TL's problematic torque steer issue (mentioning they wish it were RWD).
994,kahunah,"March 3, 2004 4:54PM","""It's beautiful for what it can do, not what it looks like.""

I agree. It's just going to take me awhile to get over the Bangle affect."
995,prattster,"March 3, 2004 5:06PM","Yeah, I'm surprised about that lol. You really know your stuff about cars and usually have facts to support your arguments. Sometimes I just like to mix it up a bit to get some more dialogue but normally I'm real laid back and just like to read a lot.

Actually, I'm really an Acura/Honda man more than Lexus, I enjoy the more sporty aspect and connected feel, but I love the Lexus quality and tight workmanship like the old SC400. I still think the G35 coupe is darn sexy and love that angry snarl when you hit it. My old 94' Prelude Vtec was a blast to drive and also had that snarl when the Vtec kicked in around 4500 rpm. I think Acura finally is coming back to life after being neglected by the parent company for so long. The new NSX looks real promising(about time) and the new RL should really ignite the segment but then there's the new M35/45 which are basically a scaled up and more plush G35."
996,speedracer3,"March 3, 2004 5:54PM","""It's been almost a year since I got the BMW and I'm still not comfortable with the attention it gets. I'm fairly certain now that I flat out could never be comfortable with something like a Porsche or Ferrari""

That is surprising. Since here in S. Florida a BMW 3 is as abundant as a Toyota Camry. Baby Beemers barely raise an eyebrow, now drive in with a Ferrari and you have everybody's attention."
997,qbrozen,"March 3, 2004 6:14PM",i never tried the previous gen.
998,blueguydotcom,"March 3, 2004 6:29PM","That's the weird thing. Bimmers are ubiquitous in San Diego too. I could count 50 BMWs on my daily drive to and from work. I only drive my car on the weekends (so 8-9 days a month) and invariably some random person will comment on it if I park any place other than at home or work. Last weekend 3 people approached me about the car - at a Blockbuster, at the gas station (I get the most questions/comments there it seems) and parking on the street in Pacific Beach. I still don't see many 330i ZHPs on the road so it could be that it looks different enough from the standard 3 that people are curious. I know many women have asked what model my BMW is as they like it. Maybe a standard 3 wouldn't get so many comments. Shrug. I know in all the years I had a Jetta or a Stanza nobody ever walked up to me and started talking about my car. Or weirder still asked to sit in it. This isn't a freaking Lambo...

My friends used to call my gray Stanza the undercover car as it could move about unnoticed. The Jetta too felt that way. In my Protege I'm as anonymous as a speck of sand on the beach. In fact this morning I passed a friend of over 12 years on the freeway and waved and got nothing. I called her cell seconds laster and she said she didn't see my car anywhere. Which car? The BMW."
999,chrisboth,"March 3, 2004 6:38PM","The m3 and zhp pakages look pretty tuff - they do look very different to me than a 325 for sure.

The only attention I used to get in a 328 in south florida was the bird - I go for 6 months without even getting honked at but in sunny FLA the guys sitting on back of work trucks with nothing to do on thier way to job site flick cigarettes on the car or simply scream and flip you off - this happened weekly. My choice for infiniti has paid off - no one seems to really notice it lately...the coupe sticks out tho - like Yasser Araafat at a Briss.."
1000,speedracer3,"March 3, 2004 8:06PM","Chris

Yeah, S. Florida drivers are truly a rare breed. I am surprised how some of these people get their driver's licenses.

Blue,

Talk about attention. When I had my Maxima SE everybody wanted to race me at every other stop light. That's the wrong attention. Although every once in a while I'd open it up to show that the VQ is no slouch (what a great engine). I am pretty much left alone with my A4, because they are also becoming very common around here."
1001,blueguydotcom,"March 3, 2004 9:55PM",I loved the old 3.0 VQ. I'm not real moved by the 3.5 but it's still a solid engine.
1002,buddhabman,"March 3, 2004 11:58PM","Coming in to LA on the 101 is like riding on the BMW expressway. Everyday I see a dozens of 5's and 7 series and probably 50 3-series of all styles & generations. The last three days I have seen 3 or 4 7's in a row in one lane. It's amazing where all this money is coming from. The next hot car is the G35, I see a dozen of those cars each way. I am starting to see a few more of the new TL's. I have noticed 2 or 3 new ones traveling in every morning. One thing is very interesting, I noticed that the G35 drivers are fairly courteous, never competitive. When I ride in the Aero Wagon and an Audi or BMW pull up, sometimes I get competitive power on. I always nod to the M3's and M5's, but it's the new 7 series drivers that always show out."
1003,fedlawman,"March 4, 2004 12:52AM","My cousin just bought a Nissan Titan full-size pickup...nice truck! The interior is fresh and modern, without being too contrived (unlike the G35 and Maxima). the plastics and switchgear are kinda cheap, but oh well...

I must admit I've never seen the FX or Murano interior in person so I can't comment on their quality, but I was referring to the common styling theme that Nissan is following right now. Overall, it's not where I would want to spend much time.

I like BMW's so much (pre-Bangle) because their design/styling is purposeful. They look and feel the way they do because it's the most efficient way for the car to go about it's business...no unecessary scoops, curves, grooves, etc.

As for my TSX...I'm loving it. Now that it's got some miles on the clock, the engine has really opened up and it breathes like a sprinter. I swear if it didn't have a fuel cut-off at 7500, it would zing up to 10,000 without a problem! The cold temperatures also make a big difference with that big I-4! I love downshifting to 3rd behind slow-moving traffic, and sling-shotting out and around. This car has some serious midrange grunt...no need for 4 cyl apologies here.

I'm taking my TSX to another BMW CCA track event later this month. Hopefully, I can grind down those all-season Michelins enough to justify some new shoes (Yoko's?) before the summer.

It took a little getting used to the drive-by-wire throttle, but I've finally got heel-and-toe down in the TSX, and it is so sweet! And yes, it does have that gorgeous interior and slick 6-speed that I never grow tired of. I sometimes regret not biting the bullet and getting the BMW, not so much for it's driving experience, since the TSX satisfies very nicely. It's just that I originally wanted something different (non-Japanese), and my smarter side ruled against it. You know, what I really want is a cherry, 1989 325is to play with (sport suspension, BBS rims...oohhh). It really is the best sport sedan BMW ever made (or at least, my favorite) and I'd buy one tomorrow if it crossed my path!

Like you, my sport sedan only comes out on weekends, so it is much more fun to drive because every drive ""feels like the first time.""

I must tell you though, we got a new Volvo V70 for munchkins in January and I really enjoy driving it! Smooth ride, Barkalounger seats, and it just looks cool!

Regards,

Brian"
1004,blueguydotcom,"March 4, 2004 1:39AM","Isn't it funny how absence really does make the heart grow fonder? I slip behind the wheel of my car on Friday nights and it feels like a darn solid race car after 5 days of driving my rickety, loud, tinny little Protege.

As a friend pointed out one day, I even refer to the BMW as ""my car"" and the other car (the one I own) I call the commuter or by its name. It's the redheaded stepchild in my automotive family.

BTW, I'm not an SUV guy but golly that Armada's insane. I sat in one at a dealer and I felt like I was in a leather-lined bus."
